title,avg_rating,num_ratings,category
Waiting for Guffman (1996),4.127659574468085,47,Hidden Gem
Waiting to Exhale (1995),2.5,16,Flop
"Walk in the Clouds, A (1995)",3.2857142857142856,63,Flop
"Walk in the Sun, A (1945)",3.0,1,Flop
Walkabout (1971),3.8461538461538463,26,Flop
"Walking Dead, The (1995)",2.25,4,Flop
Walking and Talking (1996),3.625,8,Flop
Wallace & Gromit: The Best of Aardman Animation (1996),4.447761194029851,67,Hidden Gem
"War Room, The (1993)",3.3333333333333335,9,Flop
"War at Home, The (1996)",2.0,1,Flop
"War, The (1994)",3.2666666666666666,15,Flop
Warriors of Virtue (1997),3.0,10,Flop
Washington Square (1997),3.2941176470588234,34,Flop
Waterworld (1995),2.803921568627451,102,Overhyped
Wedding Bell Blues (1996),3.0,1,Flop
"Wedding Gift, The (1994)",4.0,3,Hidden Gem
"Wedding Singer, The (1998)",3.486111111111111,72,Flop
Weekend at Bernie's (1989),2.6166666666666667,60,Flop
Welcome To Sarajevo (1997),3.3636363636363638,22,Flop
Welcome to the Dollhouse (1995),3.7232142857142856,112,Overhyped
Wend Kuuni (God's Gift) (1982),1.0,1,Flop
Wes Craven's New Nightmare (1994),2.8,35,Flop
What Happened Was... (1994),2.625,8,Flop
What's Eating Gilbert Grape (1993),3.5391304347826087,115,Overhyped
What's Love Got to Do with It (1993),3.488888888888889,45,Flop
When Harry Met Sally... (1989),3.910344827586207,290,Overhyped
When Night Is Falling (1995),3.4,5,Flop
When We Were Kings (1996),4.045454545454546,44,Hidden Gem
When a Man Loves a Woman (1994),3.4871794871794872,39,Flop
When the Cats Away (Chacun cherche son chat) (1996),3.5625,16,Flop
While You Were Sleeping (1995),3.549382716049383,162,Overhyped
"White Balloon, The (1995)",2.8,10,Flop
White Man's Burden (1995),2.0,10,Flop
White Squall (1996),3.4,85,Flop
"Whole Wide World, The (1996)",4.0,6,Hidden Gem
Widows' Peak (1994),3.5789473684210527,19,Flop
"Wife, The (1995)",3.0,1,Flop
Wild America (1997),2.888888888888889,9,Flop
Wild Bill (1995),2.5,12,Flop
"Wild Bunch, The (1969)",4.023255813953488,43,Hidden Gem
Wild Reeds (1994),3.142857142857143,14,Flop
Wild Things (1998),2.727272727272727,11,Flop
William Shakespeare's Romeo and Juliet (1996),3.5943396226415096,106,Overhyped
Willy Wonka and the Chocolate Factory (1971),3.6319018404907975,326,Overhyped
Window to Paris (1994),4.0,1,Hidden Gem
Wings of Courage (1995),4.0,1,Hidden Gem
Wings of Desire (1987),4.0,57,Hidden Gem
"Wings of the Dove, The (1997)",3.68,75,Flop
Winnie the Pooh and the Blustery Day (1968),3.8,75,Flop
"Winter Guest, The (1997)",3.4444444444444446,9,Flop
Wishmaster (1997),2.4444444444444446,27,Flop
With Honors (1994),3.0652173913043477,46,Flop
Withnail and I (1987),3.230769230769231,13,Flop
Witness (1985),4.0,1,Hidden Gem
"Wizard of Oz, The (1939)",4.0772357723577235,246,Blockbuster
Wolf (1994),2.701492537313433,67,Flop
"Woman in Question, The (1950)",1.0,1,Flop
"Women, The (1939)",3.6666666666666665,15,Flop
"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",4.0,10,Hidden Gem
Wonderland (1997),3.2,10,Flop
"Wooden Man's Bride, The (Wu Kui) (1994)",2.6666666666666665,3,Flop
"World of Apu, The (Apur Sansar) (1959)",4.0,6,Hidden Gem
"Wrong Trousers, The (1993)",4.466101694915254,118,Blockbuster
Wyatt Earp (1994),3.1,50,Flop
Yankee Zulu (1994),1.0,1,Flop
Year of the Horse (1997),3.2857142857142856,7,Flop
You So Crazy (1994),3.0,1,Flop
Young Frankenstein (1974),3.945,200,Overhyped
Young Guns (1988),3.207920792079208,101,Overhyped
Young Guns II (1990),2.772727272727273,44,Flop
"Young Poisoner's Handbook, The (1995)",3.341463414634146,41,Flop
Zeus and Roxanne (1997),2.1666666666666665,6,Flop
unknown,3.4444444444444446,9,Flop
Á köldum klaka (Cold Fever) (1994),3.0,1,Flop
